SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE,MMR1
6013296,LOS ANGELES,PUBLIC,EL MONTE CITY,EL MONTE,WRIGHT ELEMENTARY,73,0,0,70
6013148,LOS ANGELES,PUBLIC,EL MONTE CITY,TEMPLE CITY,CLEMINSON ELEMENTARY,63,0,0,57
6013304,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,ALICE M. BIRNEY ELEMENTARY,97,0,0,96
6013312,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,DURFEE ELEMENTARY,82,0,1,71
6013338,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,LAWRENCE T. MAGEE ELEMENTARY,87,0,1,86
6013353,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,NORTH RANCHITO ELEMENTARY,82,1,1,80
6013379,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,RIO VISTA ELEMENTARY,62,0,2,60
6013387,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,RIVERA ELEMENTARY,92,1,1,90
6013403,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,SOUTH RANCHITO ELEMENTARY,124,0,1,121
6013411,LOS ANGELES,PUBLIC,EL RANCHO UNIFIED,PICO RIVERA,VALENCIA ELEMENTARY,90,0,0,90
6013429,LOS ANGELES,PUBLIC,EL SEGUNDO UNIFIED,EL SEGUNDO,CENTER STREET ELEMENTARY,147,1,2,121
6116248,LOS ANGELES,PUBLIC,EL SEGUNDO UNIFIED,EL SEGUNDO,RICHMOND STREET ELEMENTARY,98,0,6,92
6013551,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,MONTEREY PARK,HILLCREST ELEMENTARY,80,0,0,79
6013585,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,MONTEREY PARK,MONTEREY VISTA ELEMENTARY,69,0,0,69
6105886,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,ROSEMEAD,BITELY (ARLENE) ELEMENTARY,108,0,0,105
6013593,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,ROSEMEAD,EMERSON (RALPH WALDO) ELEMENTARY,76,0,3,70
6013528,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,ROSEMEAD,RICE (ELDRIDGE) ELEMENTARY,75,0,0,75
6013536,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,ROSEMEAD,SANCHEZ (GEORGE I.) ELEMENTARY,74,0,0,74
6013544,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,ROSEMEAD,WILLARD (FRANCES E.) ELEMENTARY,79,0,0,78
6013510,LOS ANGELES,PUBLIC,GARVEY ELEMENTARY,SAN GABRIEL,DEWEY AVENUE ELEMENTARY,84,0,1,83
6013619,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,BALBOA ELEMENTARY, ,,,
6013676,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,BENJAMIN FRANKLIN ELEMENTARY,95,0,10,81
6013627,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,CERRITOS ELEMENTARY,82,0,2,79
6013635,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,COLUMBUS ELEMENTARY,107,0,0,76
6013692,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,GLENOAKS ELEMENTARY,97,0,3,77
6013767,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,HORACE MANN ELEMENTARY,96,0,1,90
6013684,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,JOHN C. FREMONT ELEMENTARY,71,0,2,66
6013775,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,JOHN MARSHALL ELEMENTARY,105,0,2,90
6013817,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,JOHN MUIR ELEMENTARY,116,1,2,94
6013726,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,MARK KEPPEL ELEMENTARY,165,0,0,165
6013841,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,R. D. WHITE ELEMENTARY,145,0,2,126
6013650,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,THOMAS EDISON ELEMENTARY,136,0,3,131
6013718,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,THOMAS JEFFERSON ELEMENTARY,83,0,0,73
6013833,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,GLENDALE,VERDUGO WOODLANDS ELEMENTARY,140,6,2,129
6013742,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,ABRAHAM LINCOLN ELEMENTARY,53,0,1,52
6013643,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,DUNSMORE ELEMENTARY,45,0,0,38
6013734,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,LA CRESCENTA ELEMENTARY,50,0,2,45
6013783,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,MONTE VISTA ELEMENTARY,108,0,4,98
6013809,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,MOUNTAIN AVENUE ELEMENTARY,69,0,5,63
6013825,LOS ANGELES,PUBLIC,GLENDALE UNIFIED,LA CRESCENTA,VALLEY VIEW ELEMENTARY,66,0,1,54
6013866,LOS ANGELES,PUBLIC,GLENDORA UNIFIED,GLENDORA,CULLEN ELEMENTARY,119,0,7,109
6013882,LOS ANGELES,PUBLIC,GLENDORA UNIFIED,GLENDORA,LA FETRA ELEMENTARY,130,1,8,121
6013908,LOS ANGELES,PUBLIC,GLENDORA UNIFIED,GLENDORA,SELLERS ELEMENTARY,125,0,0,125
6013916,LOS ANGELES,PUBLIC,GLENDORA UNIFIED,GLENDORA,STANTON ELEMENTARY,120,6,0,109
6013924,LOS ANGELES,PUBLIC,GLENDORA UNIFIED,GLENDORA,SUTHERLAND ELEMENTARY,101,0,3,98
1996305,LOS ANGELES,PUBLIC,GORMAN ELEMENTARY,REDLANDS,GORMAN LEARNING CENTER,140,0,37,99
6014120,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,BIXBY ELEMENTARY,56,0,0,56
122465,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,CEDARLANE ACADEMY,31,0,1,30
6014203,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,GRAZIDE ELEMENTARY,71,0,1,70
6014237,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,KWIS ELEMENTARY,58,0,0,58
6014260,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,LOS ALTOS ELEMENTARY,80,0,3,64
6014278,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,LOS MOLINOS ELEMENTARY,59,0,0,57
6014286,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,LOS ROBLES ACADEMY,40,0,1,38
6014294,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,MESA ROBLES,71,0,3,68
6014336,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,PALM ELEMENTARY,82,0,0,73
6066757,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,HACIENDA HEIGHTS,WEDGEWORTH ELEMENTARY,72,0,0,72
6014112,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,BALDWIN ACADEMY,109,0,1,108
6014138,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,CALIFORNIA ELEMENTARY,65,0,0,64
6014153,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,DEL VALLE ELEMENTARY,69,0,0,66
6014179,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,FAIRGROVE ACADEMY,100,0,0,99
6014252,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,LASSALETTE,63,0,0,62
6014302,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,NELSON ELEMENTARY,55,0,0,55
6014369,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,SPARKS ELEMENTARY,63,0,0,55
6014385,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,SUNSET ELEMENTARY,23,0,0,18
6014393,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,TEMPLE ACADEMY,42,0,0,41
6014419,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,LA PUENTE,WORKMAN ELEMENTARY,57,0,1,53
6022263,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,VALINDA,"GRANDVIEW, COLLEGE PREPARATORY ACADEMY",47,0,0,37
6068811,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,VALINDA,VALINDA SCHOOL OF ACADEMICS,62,0,0,62
6022396,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,VALINDA,WING LANE ELEMENTARY,37,0,0,32
6013957,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,EUCALYPTUS,198,0,0,190
6013973,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,JEFFERSON,130,0,0,129
6117246,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,KORNBLUM,119,0,0,119
6013981,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,RAMONA,124,0,0,122
6013999,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,WASHINGTON,120,0,1,119
6014013,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,YORK,118,0,0,109
6014039,LOS ANGELES,PUBLIC,HAWTHORNE,HAWTHORNE,ZELA DAVIS,231,0,0,229
6014047,LOS ANGELES,PUBLIC,HERMOSA BEACH CITY ELEMENTARY,HERMOSA BEACH,HERMOSA VIEW ELEMENTARY,153,0,5,148
6014427,LOS ANGELES,PUBLIC,HUGHES-ELIZABETH LAKES UNION ELEMENTARY,LAKE HUGHES,HUGHES-ELIZABETH LAKES,25,0,7,16
6014435,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,BENNETT/KEW ELEMENTARY, ,,,
6014450,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,CENTINELA ELEMENTARY,88,0,1,82
121186,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,CHILDREN OF PROMISE PREPARATORY ACADEMY, ,,,
6014468,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,FREEMAN (DANIEL) ELEMENTARY,78,0,1,73
6014476,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,HIGHLAND ELEMENTARY,122,0,0,120
6098768,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,HUDNALL CLAUDE ELEMENTARY,54,0,0,51
120303,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,ICEF INGLEWOOD ELEMENTARY CHARTER ACADEMY, ,,,
6014492,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,KELSO (WILLIAM H.) ELEMENTARY,103,0,0,83
6014518,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,LA TIJERA,56,0,0,53
6014526,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,LANE (WARREN) ELEMENTARY, ,,,
6014534,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,OAK STREET ELEMENTARY,110,0,0,99
6014542,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,PARENT (FRANK D.) ELEMENTARY,23,0,0,23
6014559,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,PAYNE (BEULAH) ELEMENTARY,123,0,0,121
119552,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,23,0,0,23
101667,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,WILDER'S PREPARATORY ACADEMY CHARTER,60,0,0,58
6014575,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,WOODWORTH (CLYDE) ELEMENTARY, ,,,
6014443,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,WORTHINGTON ELEMENTARY,87,0,0,84
6014591,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,LITTLEROCK,ALPINE ELEMENTARY,58,0,1,56
6014609,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,LITTLEROCK,ANTELOPE ELEMENTARY,62,0,2,46
6106272,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,PALMDALE,DAISY GIBSON ELEMENTARY,54,0,1,51
6105969,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,PALMDALE,LAKE LOS ANGELES ELEMENTARY,50,0,0,45
6108542,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,PEARBLOSSOM,PEARBLOSSOM ELEMENTARY,41,0,0,33
6014633,LOS ANGELES,PUBLIC,LA CANADA UNIFIED,LA CANADA,LA CANADA ELEMENTARY,111,0,5,106
6014658,LOS ANGELES,PUBLIC,LA CANADA UNIFIED,LA CANADA,PALM CREST ELEMENTARY,65,1,4,59
6014666,LOS ANGELES,PUBLIC,LA CANADA UNIFIED,LA CANADA,PARADISE CANYON ELEMENTARY,83,0,3,80
6117022,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,CROSSROADS COMMUNITY DAY, ,,,
6014674,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,DESERT VIEW ELEMENTARY,122,0,2,118
124099,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,DISCOVERY,177,0,0,176
6014682,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,EL DORADO ELEMENTARY,134,1,0,132
125559,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,ILEAD LANCASTER CHARTER,55,0,3,52
6108419,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,JACK NORTHROP ELEMENTARY,144,0,5,138
119313,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,JOHN AND JACQUELYN MILLER ELEMENTARY,101,0,0,99
6014690,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,JOSHUA ELEMENTARY,143,0,3,139
123174,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,LIFE SOURCE INTERNATIONAL CHARTER,47,0,0,46
6108401,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,LINCOLN ELEMENTARY,161,0,3,156
6014708,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,LINDA VERDE ELEMENTARY,101,0,0,100
6014716,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,MARIPOSA ELEMENTARY,102,0,0,100
6014724,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,MONTE VISTA ELEMENTARY,120,0,4,115
6108393,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,NANCY CORY ELEMENTARY,89,0,3,86
6014757,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,SIERRA ELEMENTARY,156,0,4,148
6014765,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,SUNNYDALE ELEMENTARY,87,0,1,86
6109276,LOS ANGELES,PUBLIC,LANCASTER ELEMENTARY,LANCASTER,WEST WIND ELEMENTARY,144,0,4,140
116129,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,MARIPOSA SCHOOL OF GLOBAL EDUCATION,61,0,23,37
6093025,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,SUMAC ELEMENTARY,88,0,4,83
6099030,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,WILLOW ELEMENTARY,99,0,11,88
6014823,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA HILLS,YERBA BUENA ELEMENTARY,71,0,9,62
6110563,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,CALABASAS,BAY LAUREL ELEMENTARY,100,0,10,90
6085658,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,CALABASAS,LUPIN HILL ELEMENTARY,105,0,11,93
6014807,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,CALABASAS,ROUND MEADOW ELEMENTARY,104,0,5,89
6014815,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,WESTLAKE VILLAGE,WHITE OAK ELEMENTARY,59,0,2,56
6014799,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,WOODLAND HILLS,CHAPARRAL ELEMENTARY,86,0,4,82
120337,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,HAWTHORNE,KIT CARSON ELEMENTARY,122,0,1,103
6014856,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,BILLY MITCHELL ELEMENTARY,117,0,1,101
6014898,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,LUCILLE J. SMITH ELEMENTARY,75,0,0,61
6014906,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,MARK TWAIN ELEMENTARY,93,0,1,91
6014831,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,WILLIAM ANDERSON ELEMENTARY,120,1,2,116
6014930,LOS ANGELES,PUBLIC,LAWNDALE ELEMENTARY,LAWNDALE,WILLIAM GREEN ELEMENTARY,147,0,1,138
6014948,LOS ANGELES,PUBLIC,LENNOX,LENNOX,BUFORD ELEMENTARY,109,0,0,108
100610,LOS ANGELES,PUBLIC,LENNOX,LENNOX,DOLORES HUERTA ELEMENTARY,106,0,0,106
6014955,LOS ANGELES,PUBLIC,LENNOX,LENNOX,FELTON ELEMENTARY,99,0,0,94
6014963,LOS ANGELES,PUBLIC,LENNOX,LENNOX,JEFFERSON ELEMENTARY,134,0,0,134
6014971,LOS ANGELES,PUBLIC,LENNOX,LENNOX,MOFFETT ELEMENTARY,182,0,0,178
6014997,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,NORWALK,CRESSON ELEMENTARY,59,0,0,57
6015051,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,NORWALK,LAKELAND ELEMENTARY,52,0,0,48
6015085,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,NORWALK,PADDISON ELEMENTARY,64,0,0,63
6015093,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,NORWALK,STUDEBAKER ELEMENTARY,67,0,4,63
6015101,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,NORWALK,WILLIAM W. ORR ELEMENTARY,50,0,2,48
6015036,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,SANTA FE SPRINGS,JERSEY AVENUE ELEMENTARY,97,0,2,86
6015077,LOS ANGELES,PUBLIC,LITTLE LAKE CITY ELEMENTARY,SANTA FE SPRINGS,LAKEVIEW ELEMENTARY,104,0,1,102
6015259,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,CLEVELAND ELEMENTARY,102,0,4,89
6015333,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,GOMPERS K-8,60,0,1,56
6015374,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,HOLMES ELEMENTARY,93,0,0,87
6015481,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,MACARTHUR ELEMENTARY,52,0,2,50
6015499,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,MADISON ELEMENTARY,74,0,0,64
6015598,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LAKEWOOD,RILEY ELEMENTARY,59,0,0,58
6015119,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,ADDAMS ELEMENTARY,210,0,2,191
6015135,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BARTON ELEMENTARY,129,0,0,104
6015143,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BIRNEY ELEMENTARY,129,0,0,126
6015150,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BIXBY ELEMENTARY,123,0,2,101
6015168,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BRYANT ELEMENTARY,60,0,0,59
6015184,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BURBANK ELEMENTARY, ,,,
6015192,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BURCHAM K-8,114,0,1,103
6015200,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,BURNETT ELEMENTARY,150,0,0,140
6015242,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,CARVER ELEMENTARY,104,0,6,88
107458,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,CHAVEZ ELEMENTARY,108,0,2,104
6015267,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,CUBBERLEY K-8,109,0,3,105
114603,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,DOOLEY ELEMENTARY,211,0,2,205
6015275,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,EDISON ELEMENTARY, ,,,
6015283,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,EMERSON PARKSIDE ACADEMY CHARTER,93,0,0,91
6015309,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,FREMONT ELEMENTARY,60,0,7,45
6015317,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,GANT ELEMENTARY,93,0,2,86
6015325,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,GARFIELD ELEMENTARY,153,0,1,147
6015341,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,GRANT ELEMENTARY,210,0,2,207
6015358,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,HARTE ELEMENTARY,187,0,1,177
6015366,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,HENRY K-8,120,0,4,113
6015382,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,HUDSON K-8,59,0,1,56
6108013,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,INTERNATIONAL ELEMENTARY,120,0,2,108
6015408,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,KETTERING ELEMENTARY,54,0,1,52
6015416,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,KING ELEMENTARY, ,,,
6015424,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LAFAYETTE ELEMENTARY,176,0,0,164
6015432,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LEE ELEMENTARY,180,0,0,176
6015440,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LINCOLN ELEMENTARY, ,,,
6015457,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LONGFELLOW ELEMENTARY,174,0,1,167
6015465,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LOS CERRITOS ELEMENTARY, ,,,
6015473,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,LOWELL ELEMENTARY,116,1,13,89
6015507,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,MANN ELEMENTARY,64,0,1,56
6015515,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,MCKINLEY ELEMENTARY, ,,,
6015531,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,MUIR K-8,153,0,0,151
6015549,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,NAPLES ELEMENTARY,78,0,2,64
6118269,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,NEW CITY, ,,,
6015556,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,NEWCOMB ACADEMY,65,0,0,65
6116933,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,POWELL ACADEMY FOR SUCCESS, ,,,
6015580,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,PRISK ELEMENTARY,100,0,10,83
6112056,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,ROBINSON ACADEMY,122,0,0,122
6015606,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,ROOSEVELT ELEMENTARY,168,0,0,157
6015622,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,STEVENSON ELEMENTARY, ,,,
6015648,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,TINCHER PREPARATORY,87,0,0,73
6015663,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,TWAIN ELEMENTARY,87,0,2,79
6015671,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,WEBSTER ELEMENTARY,153,0,0,153
6015689,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,WHITTIER ELEMENTARY,179,0,1,174
6015697,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,LONG BEACH,WILLARD ELEMENTARY,147,0,0,126
1930411,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SANTA CATALINA,AVALON K-12,53,0,2,51
6109292,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SIGNAL HILL,ALVARADO ELEMENTARY,69,0,0,67
6015218,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SIGNAL HILL,BURROUGHS ELEMENTARY, ,,,
6015614,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SIGNAL HILL,SIGNAL HILL ELEMENTARY,110,0,0,107
6116883,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,ALTADENA,ODYSSEY CHARTER,50,0,8,40
124925,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,COMPTON,CELERITY SIRIUS CHARTER,95,0,0,94
106880,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,JARDIN DE LA INFANCIA, ,,,
